"Observation_ID","Observation_Label","User_Pedon_ID","Latitude","Longitude","State","County","ocean","lake","pedon_id","distance","obs_date","siteiid","peiid","ecositeid","drainagecl","taxonname","taxclname","taxsubgrp","bedrckdepth","flodfreqcl","landform_string","sand050","sand150","pH50","p_wet","p_moist","p_dry","p_mucky","p_sandy","p_rock","p_coastal","p_flood","p_salty","p_dysic","p_euic"
"GRR.GJS.2013.29a","S13072302a","",43.3048,-85.9286833333333,"Michigan","Newaygo County",898266.986524285,22460.3226736134,"2013MI123400",0.00344593311201256,2013-07-23,939586,"922492","F097XA006MI","somewhat poorly","Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods","typic duraquods",500,NA,NA,82.8,88.32,4.56470601698931,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.3","S13070902","",42.5347333333333,-86.0466333333333,"Michigan","Allegan County",863790.327723793,15856.8823124011,"C1103W05-1",275.436907461701,2011-06-07,583903,"577535",NA,"somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,"none","lake plain",90.1842105263158,90.16,5.19539484852239,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.30","s13072901","2013IN091200",41.7263333333333,-86.8124,"Indiana","LaPorte County",885885.243658084,3887.50475919859,"2013IN091200",230.594384672425,2013-08-07,939587,"922493","F097XA007MI","very poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,NA,67.531914893617,76.6666666666667,4.92278470268732,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2013.31","s13072902","2013IN091200",41.72675,-86.8123666666667,"Indiana","LaPorte County",885898.320960132,3849.06585699964,"2013IN091200",197.293276001443,2013-08-07,939587,"922493","F097XA007MI","very poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,NA,67.531914893617,76.6666666666667,4.92278470268732,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2013.32","s13072903","2013IN091200",41.7266833333333,-86.8118166666667,"Indiana","LaPorte County",885852.761562056,3878.71451157005,"2013IN091200",161.199246485286,2013-08-07,939587,"922493","F097XA007MI","very poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,NA,67.531914893617,76.6666666666667,4.92278470268732,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2013.33","s13072904","2013IN091200",41.7271666666667,-86.8118333333333,"Indiana","LaPorte County",885872.265801999,3831.78380702253,"2013IN091200",125.189734948579,2013-08-07,939587,"922493","F097XA007MI","very poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,NA,67.531914893617,76.6666666666667,4.92278470268732,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2013.34","s13072905","2013IN091200",41.7276166666667,-86.8112666666667,"Indiana","LaPorte County",885844.861801449,3812.72365559035,"2013IN091200",48.6865630962274,2013-08-07,939587,"922493","F097XA007MI","very poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,NA,67.531914893617,76.6666666666667,4.92278470268732,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2013.35","s13072906","2013IN091400",41.7316666666667,-86.8051333333333,"Indiana","LaPorte County",885517.612162466,3684.86948786282,"2013IN091400",671.750480138938,2013-08-12,930387,"912098","F097XA006MI","somewhat poorly","Morocco","Mixed, mesic Aquic Udipsamments","aquic udipsamments",500,"none","interdune",74.75,82.8,4.13243242212244,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.36","s13072907","2013IN091400",41.7307333333333,-86.8051333333333,"Indiana","LaPorte County",885482.390008494,3774.13688757076,"2013IN091400",609.046149672245,2013-08-12,930387,"912098","F097XA006MI","somewhat poorly","Morocco","Mixed, mesic Aquic Udipsamments","aquic udipsamments",500,"none","interdune",74.75,82.8,4.13243242212244,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.37","s13072908","2013IN091400",41.7298166666667,-86.8052166666667,"Indiana","LaPorte County",885454.328024967,3858.28467401388,"2013IN091400",551.636553471887,2013-08-12,930387,"912098","F097XA006MI","somewhat poorly","Morocco","Mixed, mesic Aquic Udipsamments","aquic udipsamments",500,"none","interdune",74.75,82.8,4.13243242212244,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.38","s13072909","2013IN091400",41.72805,-86.8075166666667,"Indiana","LaPorte County",885567.701883747,3929.94571856637,"2013IN091400",263.524047152266,2013-08-12,930387,"912098","F097XA006MI","somewhat poorly","Morocco","Mixed, mesic Aquic Udipsamments","aquic udipsamments",500,"none","interdune",74.75,82.8,4.13243242212244,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.39","S13080701","2013IN091200",41.7278166666667,-86.81085,"Indiana","LaPorte County",885819.784680319,3811.22597692586,"2013IN091200",0.00370753987372987,2013-08-07,939587,"922493","F097XA007MI","very poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,NA,67.531914893617,76.6666666666667,4.92278470268732,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2013.39a","S13080701a","",41.7278166666667,-86.81085,"Indiana","LaPorte County",885819.784680319,3811.22597692586,"2013IN091200",0.00370753987372987,2013-08-07,939587,"922493","F097XA007MI","very poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,NA,67.531914893617,76.6666666666667,4.92278470268732,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2013.4","S13070903","",42.5339,-86.0465333333333,"Michigan","Allegan County",863740.445103105,15880.6502522075,"C1103W05-1",182.183125612989,2011-06-07,583903,"577535",NA,"somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,"none","lake plain",90.1842105263158,90.16,5.19539484852239,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.40","S13081201","2013IN091400",41.7277333333333,-86.8100166666667,"Indiana","LaPorte County",885751.424850428,3854.45592389211,"2013IN091400",1.69480579429034,2013-08-12,930387,"912098","F097XA006MI","somewhat poorly","Morocco","Mixed, mesic Aquic Udipsamments","aquic udipsamments",500,"none","interdune",74.75,82.8,4.13243242212244,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.40a","S13081201a","",41.7277333333333,-86.8100166666667,"Indiana","LaPorte County",885751.424850428,3854.45592389211,"2013IN091400",1.69480579429034,2013-08-12,930387,"912098","F097XA006MI","somewhat poorly","Morocco","Mixed, mesic Aquic Udipsamments","aquic udipsamments",500,"none","interdune",74.75,82.8,4.13243242212244,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.5","S13070904","",42.5330166666667,-86.0463,"Michigan","Allegan County",863678.290371676,15916.1515139275,"C1103W05-1",82.3598830860249,2011-06-07,583903,"577535",NA,"somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,"none","lake plain",90.1842105263158,90.16,5.19539484852239,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.6","S13070905","C1103W05-5",42.5321,-86.0465166666667,"Michigan","Allegan County",863647.261246325,15915.8544179519,"C1103W05-1",29.5887907538565,2011-06-07,583903,"577535",NA,"somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,"none","lake plain",90.1842105263158,90.16,5.19539484852239,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.7","S13070906","",42.5312166666667,-86.0466,"Michigan","Allegan County",863608.22055544,15925.7228603919,"C1103W05-1",121.807766163159,2011-06-07,583903,"577535",NA,"somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,"none","lake plain",90.1842105263158,90.16,5.19539484852239,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.8","S13070907","C1103W05-5",42.5302166666667,-86.0467833333333,"Michigan","Allegan County",863570.527143461,15929.6905048759,"C1103W05-1",234.426841447666,2011-06-07,583903,"577535",NA,"somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,"none","lake plain",90.1842105263158,90.16,5.19539484852239,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2013.9","S13070908","2013MI005400",42.5303166666667,-86.04785,"Michigan","Allegan County",863653.445850799,15841.4642974354,"2013MI005400",162.348255447517,2013-07-18,930386,"912097","F097XA006MI","somewhat poorly","Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods","typic duraquods",500,"none","interdune",87.6190476190476,90.16,4.17692312827477,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2014.10","S14060201","",42.392,-86.1362166666667,"Michigan","Van Buren County",863221.4243009,11746.3912772253,"1983MI005015",6770.0201790141,1983-09-14,512661,"503819",NA,"moderately well","Seward","Fine-loamy, mixed, active, mesic Oxyaquic Hapludalfs","oxyaquic hapludalfs",500,NA,NA,84.6315789473684,56.2466666666667,6.47368423562301,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.11","S14060202","",42.12805,-86.3517,"Michigan","Berrien County",866960.294681834,8003.79191602622,"1974MI021039",4773.75871827994,1974-07-31,1491814,"1374323","F097XA004MI","well","Oakville","Mixed, mesic Typic Udipsamments","typic udipsamments",500,"none","moraine",92,92,5.54651158355003,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2014.12","S14061002","",43.2998611111111,-85.9828888888889,"Michigan","Newaygo County",901680.644432296,18032.8633800713,"S08MI121022",843.677051958411,2008-09-18,318885,"319258",NA,"poorly","Kingsville","Mixed, mesic Mollic Psammaquents","mollic psammaquents",500,"none","lake plain",64.8524590163934,80.96,5.68196737570841,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2014.13","S14061001","",43.3012222222222,-85.9816388888889,"Michigan","Muskegon County",901676.057007514,18158.6788521052,"S08MI121022",939.032990176636,2008-09-18,318885,"319258",NA,"poorly","Kingsville","Mixed, mesic Mollic Psammaquents","mollic psammaquents",500,"none","lake plain",64.8524590163934,80.96,5.68196737570841,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2014.14","S14060601","F2007MI121T077-04",43.3021111111111,-86.155,"Michigan","Muskegon County",913640.392455541,5038.82322305873,"F2007MI121T077-04",134.263085643003,2007-11-09,376099,"375896",NA,"somewhat excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,"none","lake plain",92,92,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.15","S14060602","F2007MI121T077-10",43.3045277777778,-86.1487222222222,"Michigan","Muskegon County",913349.408896049,5601.12408601077,"F2007MI121T077-10",167.369318738641,2007-11-09,376105,"375902",NA,"somewhat excessively","Plainfield","Mixed, mesic Spodic Udipsamments","spodic udipsamments",500,"none","lake plain",89.5135135135135,90.7733333333333,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.16","S14061901","",42.6068833333333,-86.0380166666667,"Michigan","Allegan County",866882.482472831,15585.8067774938,"2021MI005001",2483.09958937024,2021-07-01,1499875,"1373984","F097XA031MI","very poorly","Napoleon","Dysic, mesic Fibric Haplohemists","fibric haplohemists",500,"none","bog",0,0,3.64153849528386,1,0,0,1,0,0,0,0,0,1,0
"GRR.GJS.2014.17","S14061902","",42.6076666666667,-86.0370166666667,"Michigan","Allegan County",866850.691997071,15675.3038350199,"2021MI005001",2587.43293650917,2021-07-01,1499875,"1373984","F097XA031MI","very poorly","Napoleon","Dysic, mesic Fibric Haplohemists","fibric haplohemists",500,"none","bog",0,0,3.64153849528386,1,0,0,1,0,0,0,0,0,1,0
"GRR.GJS.2014.18","S14062401","2014MI005001",42.59705,-85.9978666666667,"Michigan","Allegan County",863460.341896489,18822.6731340541,"2014MI005001",942.580617953593,2014-06-26,1385317,"1275231","F097XA004MI","excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,NA,NA,84.6984126984127,88.9333333333333,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.19","S14062501","2014MI005001",42.60065,-85.9898666666667,"Michigan","Allegan County",863068.327524871,19488.2952680391,"2014MI005001",22.9563431639172,2014-06-26,1385317,"1275231","F097XA004MI","excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,NA,NA,84.6984126984127,88.9333333333333,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.2","Kalamazoo1","S2014MI077002",42.1752833333333,-85.4866333333333,"Michigan","Kalamazoo County",804539.252588712,70165.037966928,"S2014MI077002",455.156021963409,2014-04-22,1001326,"977831",NA,"well","Kalamazoo","Fine-loamy, mixed, active, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",42.7076923076923,19.7333333333333,5.94000002787663,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.2","Kalamazoo1","S2014MI077002",42.1752833333333,-85.4866333333333,"Michigan","Kalamazoo County",804539.252588712,70165.037966928,"S2014MI077002",455.156021963409,2014-04-22,1001326,"977836",NA,"well","Kalamazoo","Fine-loamy, mixed, semiactive, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",33.6615384615385,15.8133333333333,6.22307701844435,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.20","S14062601","",42.6079666666667,-86.0228333333333,"Michigan","Allegan County",865838.209462419,16837.0787394042,"2014MI005001",3524.42726126655,2014-06-26,1385317,"1275231","F097XA004MI","excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,NA,NA,84.6984126984127,88.9333333333333,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.21","S14070202","",42.5859833333333,-85.9515,"Michigan","Allegan County",859523.682529848,22640.1381910484,"2012MI005003",1282.79848453846,2012-04-26,1460585,"1343893","F097XA025MI","somewhat poorly","Algansee","Sandy, mixed, mesic Fluvaquentic Humaquepts","fluvaquentic humaquepts",500,"occasional","flood plain",92,80.8,NA,0,1,0,0,1,0,0,1,0,0,0
"GRR.GJS.2014.22","S14070203","",42.5860833333333,-85.9676833333333,"Michigan","Allegan County",860701.444073001,21312.563306094,"1979MI005025",2027.55569061302,1979-10-01,329706,"329611",NA,"poorly","Sloan","Fine-loamy, mixed, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls",500,"frequent","flood plain",28.8333333333333,44.82,7.92424249649048,1,0,0,0,0,0,0,1,0,0,1
"GRR.GJS.2014.23","S14070201","",42.5833833333333,-85.9515666666667,"Michigan","Allegan County",859392.791963693,22646.5180628542,"2012MI005003",1516.0773003126,2012-04-26,1460585,"1343893","F097XA025MI","somewhat poorly","Algansee","Sandy, mixed, mesic Fluvaquentic Humaquepts","fluvaquentic humaquepts",500,"occasional","flood plain",92,80.8,NA,0,1,0,0,1,0,0,1,0,0,0
"GRR.GJS.2014.24","S14071501","S2009MI123001",43.2983333333333,-86.0118333333333,"Michigan","Muskegon County",903573.778663306,15691.4335636809,"S2009MI123001",366.981795490502,2009-08-26,364772,"358725",NA,"excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,"none","lake plain",92,92,5.03928567681994,0,0,1,0,1,0,0,0,0,1,0
"GRR.GJS.2014.25","S14071502","S2009MI123001",43.2992666666667,-86.0077833333333,"Michigan","Muskegon County",903351.444930491,16033.4231594681,"S2009MI123001",181.319631219628,2009-08-26,364772,"358725",NA,"excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,"none","lake plain",92,92,5.03928567681994,0,0,1,0,1,0,0,0,0,1,0
"GRR.GJS.2014.26","S14071701","2014MI139001",43.0362,-86.1207666666667,"Michigan","Ottawa County",896005.036516885,9465.47067516231,"2014MI139001",5.82257327022147,2014-09-03,939635,"922551",NA,"somewhat excessively","Plainfield","Mixed, mesic Spodic Udipsamments","spodic udipsamments",500,NA,"nearshore zone (relict)",87.3220338983051,90.16,4.67678573727608,0,0,1,0,1,0,0,0,0,1,0
"GRR.GJS.2014.27","S14080601","",42.9881166666667,-86.0699833333333,"Michigan","Ottawa County",889737.517123761,12695.6848997798,"2010MI139F045",533.755419385037,2010-06-30,463349,"455091",NA,"moderately well","Covert","Sandy, mixed, mesic Oxyaquic Haplorthods","oxyaquic haplorthods",500,"none","lake plain",89.7718760967255,91.0493338012695,4.59999990463257,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2014.28","W14081201","",43.18787,-85.839401,"Michigan","Ottawa County",885183.174823228,30905.3544534417,"2023MI139001",2514.7897916245,2023-05-23,1776809,"1654122","F097XA023MI","poorly","Tonkey","Coarse-loamy, mixed, mesic Mollic Endoaquepts","mollic endoaquepts",500,"none","ground moraine",50.1176470588235,47.6733333333333,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2014.29","S14081301","2007MI139T05610",42.9991333333333,-86.1036166666667,"Michigan","Ottawa County",892723.209220253,10110.8315350087,"2007MI139T05610",163.647817746969,2007-08-21,463369,"457911",NA,"somewhat excessively","Plainfield","Mixed, mesic Spodic Udipsamments","spodic udipsamments",500,"none","lake plain",92,92,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.3","Kalamazoo2","S2014MI077002",42.1754166666667,-85.4869833333333,"Michigan","Kalamazoo County",804571.737460873,70133.0260246421,"S2014MI077002",426.472415892696,2014-04-22,1001326,"977831",NA,"well","Kalamazoo","Fine-loamy, mixed, active, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",42.7076923076923,19.7333333333333,5.94000002787663,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.3","Kalamazoo2","S2014MI077002",42.1754166666667,-85.4869833333333,"Michigan","Kalamazoo County",804571.737460873,70133.0260246421,"S2014MI077002",426.472415892696,2014-04-22,1001326,"977836",NA,"well","Kalamazoo","Fine-loamy, mixed, semiactive, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",33.6615384615385,15.8133333333333,6.22307701844435,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.30","S14081302","2007MI139T05610",42.99875,-86.1031666666667,"Michigan","Ottawa County",892670.093009741,10142.4221824988,"2007MI139T05610",143.259850910197,2007-08-21,463369,"457911",NA,"somewhat excessively","Plainfield","Mixed, mesic Spodic Udipsamments","spodic udipsamments",500,"none","lake plain",92,92,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.31","S14081303","2009MI139F029",43.0018666666667,-86.1663,"Michigan","Ottawa County",897297.724944328,5112.92451574728,"2009MI139F029",191.687447482135,2009-05-21,367607,"367337",NA,"somewhat excessively","Plainfield","Mixed, mesic Typic Udipsamments","entic haplorthods",500,"none","lake plain",92,92,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.32","S14081304","",43.1478,-86.0837166666667,"Michigan","Muskegon County",899749.549805954,15313.3370912768,"F2008MI121T012-09",472.382798489375,2008-04-15,407254,"406360",NA,"somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,"none","lake plain",92,92,NA,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2014.33","S14081305","F2009MI121T001-10",43.1786666666667,-86.06325,"Michigan","Muskegon County",900106.975998902,15344.9294650599,"F2009MI121T001-10",605.093209220288,2009-04-15,367622,"367352",NA,"somewhat excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,"none","lake plain",92,92,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.34","S14081306","F2009MI121T001-10",43.1797666666667,-86.0637833333333,"Michigan","Muskegon County",900207.646260108,15230.1645732348,"F2009MI121T001-10",702.799384648938,2009-04-15,367622,"367352",NA,"somewhat excessively","Plainfield","Mixed, mesic Typic Udipsamments","typic udipsamments",500,"none","lake plain",92,92,NA,0,0,1,0,1,0,0,0,0,0,0
"GRR.GJS.2014.35","W14081401","",43.1796333333333,-85.4613666666667,"Michigan","Kent County",858877.696716145,61023.1824251179,"1980MI081073",3598.53929673251,1980-08-18,789620,"774825",NA,"very poorly","Adrian","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","terric haplosaprists",500,NA,"drainageway",0,0,6.80000019073486,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2014.36","W14081402","",43.1880333333333,-85.84195,"Michigan","Ottawa County",885368.126275761,30702.6332100126,"2023MI139001",2304.47373180871,2023-05-23,1776809,"1654122","F097XA023MI","poorly","Tonkey","Coarse-loamy, mixed, mesic Mollic Endoaquepts","mollic endoaquepts",500,"none","ground moraine",50.1176470588235,47.6733333333333,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2014.37","W14081403","",43.1872,-85.8439,"Michigan","Ottawa County",885452.88969036,30580.6311581553,"2023MI139001",2086.69769117538,2023-05-23,1776809,"1654122","F097XA023MI","poorly","Tonkey","Coarse-loamy, mixed, mesic Mollic Endoaquepts","mollic endoaquepts",500,"none","ground moraine",50.1176470588235,47.6733333333333,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2014.38","W14081404","",43.1875,-85.8438,"Michigan","Ottawa County",885463.772397254,30577.977660703,"2023MI139001",2114.91607703475,2023-05-23,1776809,"1654122","F097XA023MI","poorly","Tonkey","Coarse-loamy, mixed, mesic Mollic Endoaquepts","mollic endoaquepts",500,"none","ground moraine",50.1176470588235,47.6733333333333,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2014.39","W14090801","",43.1283833333333,-85.9056833333333,"Michigan","Ottawa County",886263.295821868,28847.1563857995,"C1108P02-1",2636.6656130461,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.4","Kalamazoo3","S2014MI077002",42.1754666666667,-85.4875,"Michigan","Kalamazoo County",804612.344689588,70090.6307216119,"S2014MI077002",379.971261188896,2014-04-22,1001326,"977831",NA,"well","Kalamazoo","Fine-loamy, mixed, active, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",42.7076923076923,19.7333333333333,5.94000002787663,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.4","Kalamazoo3","S2014MI077002",42.1754666666667,-85.4875,"Michigan","Kalamazoo County",804612.344689588,70090.6307216119,"S2014MI077002",379.971261188896,2014-04-22,1001326,"977836",NA,"well","Kalamazoo","Fine-loamy, mixed, semiactive, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",33.6615384615385,15.8133333333333,6.22307701844435,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.40","W14090802","",43.12815,-85.9044333333333,"Michigan","Ontonagon County",886163.113828668,28938.6923811235,"C1108P02-1",2578.10259206716,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.41","W14090803","",43.1264,-85.9004,"Michigan","Ottawa County",885781.766281213,29205.4505552852,"C1108P02-1",2527.75028943494,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.42","W14090804","",43.12634823,-85.89839883,"Michigan","Ottawa County",885640.134420639,29361.2352489545,"C1108P02-1",2449.03454104017,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.43","W14090805","",43.1270666666667,-85.8986,"Michigan","Ottawa County",885695.93800958,29366.0347445868,"C1108P02-1",2382.99251482056,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.44","W14090806","",43.12672801,-85.89851685,"Michigan","Ottawa County",885670.4416726,29362.854590234,"C1108P02-1",2414.45570101177,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.45","W14090807","",43.1272166666667,-85.8954,"Michigan","Ottawa County",885483.060853795,29621.8207825083,"C1108P02-1",2258.69635833466,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.46","W14090808","",43.1271166666667,-85.8954,"Michigan","Ottawa County",885477.230698494,29618.9525616667,"C1108P02-1",2269.42708553635,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.48","W14090809","",43.1270166666667,-85.8946166666667,"Michigan","Ottawa County",885417.153117032,29677.6458963471,"C1108P02-1",2260.3445609758,2011-06-15,490923,"567922",NA,"somewhat poorly","Avoca","Mixed, mesic Typic Psammaquents","typic psammaquents",500,"none","outwash plain",83.9,59.2666666666667,6.9300000667572,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2014.5","Kalamazoo4","S2014MI077002",42.1745833333333,-85.4874,"Michigan","Kalamazoo County",804560.776175434,70127.756470682,"S2014MI077002",357.672038901277,2014-04-22,1001326,"977831",NA,"well","Kalamazoo","Fine-loamy, mixed, active, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",42.7076923076923,19.7333333333333,5.94000002787663,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.5","Kalamazoo4","S2014MI077002",42.1745833333333,-85.4874,"Michigan","Kalamazoo County",804560.776175434,70127.756470682,"S2014MI077002",357.672038901277,2014-04-22,1001326,"977836",NA,"well","Kalamazoo","Fine-loamy, mixed, semiactive, mesic Typic Hapludalfs","typic hapludalfs",500,"none","outwash plain",33.6615384615385,15.8133333333333,6.22307701844435,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2014.6","SI: red maple 01","",42.5285333333333,-86.0502166666667,"Michigan","Allegan County",863735.092407035,15683.4177527346,"2013MI005400",282.391473686301,2013-07-18,930386,"912097","F097XA006MI","somewhat poorly","Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods","typic duraquods",500,"none","interdune",87.6190476190476,90.16,4.17692312827477,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2014.7","SI: pin oak 01","",42.5292,-86.0505,"Michigan","Allegan County",863789.782634746,15647.946003311,"2013MI005400",229.146451989576,2013-07-18,930386,"912097","F097XA006MI","somewhat poorly","Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods","typic duraquods",500,"none","interdune",87.6190476190476,90.16,4.17692312827477,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2014.8","SI: red oak & red maple 02","",42.5303666666667,-86.0509333333333,"Michigan","Allegan County",863880.938241169,15590.9309218647,"2013MI005400",182.180495575008,2013-07-18,930386,"912097","F097XA006MI","somewhat poorly","Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods","typic duraquods",500,"none","interdune",87.6190476190476,90.16,4.17692312827477,0,1,0,0,1,0,0,0,0,1,0
