"Observation_ID","mukey","muname","flood","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","euic","Observation_Label","pedon_id","distance","taxonname","taxclname","tpiclass","elev","slope","aspect","tpi","upper","middle","lower","nativity","wetness","LRU"
"GRR.GJS.2012.68",186334,"Riddles sandy loam, 6 to 12 percent slopes",0,0,0,1,0,0,0,0,0,1,0,"S12071303","2012MI159002",0,"Spinks","Coarse-loamy, mixed, mesic Lamellic Hapludalfs",2,253.114028930664,14.7959384918213,30.9811496734619,0.747943639755249,1,0,0,1,0.279344010113241,"97A"
"GRR.GJS.2012.69",186320,"Napoleon mucky peat",0,1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,215.564071655273,1.19661152362823,250.634368896484,0.173537969589233,0,0,1,0.998122065727699,0.975560062343906,"97A"
"GRR.GJS.2012.7",192667,"Granby loamy sand, lake plain, 0 to 2 percent slopes",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,188.600738525391,1.13314139842987,61.3363418579102,0.505724251270294,0,1,0,1,0.722487464791546,"97A"
"GRR.GJS.2012.70",192649,"Carlisle muck, 0 to 2 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,206.870269775391,1.05680501461029,253.933975219727,0.453990072011948,0,1,0,0.997490589711418,0.820056899004268,"97A"
"GRR.GJS.2012.71",192678,"Kawkawlin loam, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,199.638946533203,1.39047133922577,25.6822109222412,0.539274632930756,0,1,0,0.987012987012987,0.258788162115132,"97A"
"GRR.GJS.2012.72",192678,"Kawkawlin loam, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,200.014144897461,1.29486978054047,20.2200012207031,0.546682417392731,0,1,0,1,0.74999283174676,"97A"
"GRR.GJS.2012.73",186155,"Crosier silt loam, 0 to 4 percent slopes",0,0,1,0,0,0,0,0,0,0,1,"MM11.02","2012MI021002",0.00346270009618767,"Crosier","Fine-loamy, mixed, mesic Aquollic Hapludalfs",2,210.804931640625,1.37664043903351,236.790908813477,0.510509014129639,0,1,0,0.999014778325123,0.314355202041345,"97A"
"GRR.GJS.2012.74",186155,"Crosier silt loam, 0 to 4 percent slopes",0,0,1,0,0,0,0,0,0,0,1,"MM11.01","2012MI021001",0.00507308180548028,"Crosier","Fine-loamy, mixed, mesic Aquollic Hapludalfs",3,211.863372802734,3.28796648979187,148.159683227539,0.590623795986176,1,0,0,0.823217442545669,0.266569022336141,"97A"
"GRR.GJS.2012.8",2507507,"Plainfield sand, lake plain, 6 to 18 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.390167236328,3.37628197669983,258.133270263672,0.703067541122437,1,0,0,1,0.203554349618481,"97A"
"GRR.GJS.2012.9",2689478,"Covert-Pipestone sands, 0 to 6 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,196.620101928711,8.15168285369873,53.2486877441406,0.811224281787872,1,0,0,1,0.333346426206695,"97A"
"GRR.GJS.2013.1",187102,"Sloan loam",1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,215.693069458008,1.88977289199829,110.558456420898,0.205973222851753,0,0,1,NA,NA,"97A"
"GRR.GJS.2013.10",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.568786621094,0.160995677113533,134.507247924805,0.535115242004395,0,1,0,1,0.886652692405745,"97A"
"GRR.GJS.2013.11",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.618392944336,0.275901407003403,287.438751220703,0.580233335494995,1,0,0,1,0.283888286868289,"97A"
"GRR.GJS.2013.12",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.042587280273,1.8190815448761,195.660232543945,0.589247226715088,1,0,0,1,0.35747054762488,"97A"
"GRR.GJS.2013.13",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,203.864944458008,1.47223150730133,212.046112060547,0.468384176492691,0,1,0,1,0.590100285535204,"97A"
"GRR.GJS.2013.14",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,212.762329101562,3.00988078117371,50.9588279724121,0.49552121758461,0,1,0,1,0.95306607194662,"97A"
"GRR.GJS.2013.15",186521,"Pipestone-Kingsville complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,221.156295776367,0.978470861911774,283.455139160156,0.452308297157288,0,1,0,1,0.33370138600176,"97A"
"GRR.GJS.2013.16",186505,"Jebavy sand",0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,219.76139831543,1.3370246887207,287.58203125,0.515778243541718,0,1,0,1,0.519774161368962,"97A"
"GRR.GJS.2013.17",2689463,"Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,214.59130859375,0.351409047842026,329.956909179688,0.447944521903992,0,0,1,0,4.99995000049999e-06,"97A"
"GRR.GJS.2013.18",2689438,"Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,215.835220336914,0.197169005870819,179.992645263672,0.537351906299591,0,1,0,0.997032640949555,0.321998071645776,"97A"
"GRR.GJS.2013.19",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,208.436630249023,0.452562928199768,219.411117553711,0.483845084905624,0,1,0,1,0.604612885827821,"97A"
"GRR.GJS.2013.2",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,206.318649291992,1.5966409444809,300.131622314453,0.577968299388885,1,0,0,1,0.146238338770362,"97A"
"GRR.GJS.2013.20",212447,"Pipestone sand, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,207.531204223633,0.638437628746033,268.043182373047,0.52096825838089,0,1,0,1,0.299189405288166,"97A"
"GRR.GJS.2013.21",212447,"Pipestone sand, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,208.173095703125,1.32777965068817,191.927230834961,0.53224116563797,0,1,0,1,0.251182614397452,"97A"
"GRR.GJS.2013.22",212447,"Pipestone sand, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,207.412384033203,0.728092908859253,215.297760009766,0.481429666280746,0,1,0,1,0.500479671520942,"97A"
"GRR.GJS.2013.23",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,207.069320678711,0.0531332343816757,223.758911132812,0.490852326154709,0,1,0,1,0.572462660716833,"97A"
"GRR.GJS.2013.24",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,204.310775756836,1.88883006572723,195.948623657227,0.451453119516373,0,1,0,1,0.528470106388292,"97A"
"GRR.GJS.2013.25",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,203.543426513672,0.346886962652206,290.869903564453,0.435470342636108,0,0,1,1,0.529316697084961,"97A"
"GRR.GJS.2013.26",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.313339233398,0.578267097473145,260.896881103516,0.540701925754547,0,1,0,1,0.385177252908569,"97A"
"GRR.GJS.2013.26a",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.313339233398,0.578267097473145,260.896881103516,0.540701925754547,0,1,0,1,0.396916331427056,"97A"
"GRR.GJS.2013.27",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13071801","2013MI005400",0.573558110614077,"Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods",1,205.56721496582,0.345625758171082,310.588226318359,0.537364482879639,0,1,0,1,0.342099934048673,"97A"
"GRR.GJS.2013.27a",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13071801a","2013MI005400",0.573558110614077,"Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods",1,205.56721496582,0.345625758171082,310.588226318359,0.537364482879639,0,1,0,1,0.331163945249538,"97A"
"GRR.GJS.2013.28",186521,"Pipestone-Kingsville complex, 0 to 3 percent slopes",0,1,0,0,0,0,0,0,0,1,0,"S13072301","2013MI123401",0.00370753987372987,"Dair","Mixed, mesic Typic Psammaquents",1,219.677383422852,0.932561635971069,293.987731933594,0.385640054941177,0,0,1,1,0.484525226627598,"97A"
"GRR.GJS.2013.28a",186521,"Pipestone-Kingsville complex, 0 to 3 percent slopes",0,1,0,0,0,0,0,0,0,1,0,"S13072301a","2013MI123401",0.00370753987372987,"Dair","Mixed, mesic Typic Psammaquents",1,219.677383422852,0.932561635971069,293.987731933594,0.385640054941177,0,0,1,1,0.443759194296707,"97A"
"GRR.GJS.2013.29",186521,"Pipestone-Kingsville complex, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13072302","2013MI123400",0.00344593311201256,"Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods",1,219.880065917969,1.11777663230896,283.964599609375,0.397076219320297,0,0,1,1,0.441786985419478,"97A"
"GRR.GJS.2013.29a",186521,"Pipestone-Kingsville complex, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13072302a","2013MI123400",0.00344593311201256,"Saugatuck","Sandy, mixed, mesic, shallow, ortstein Typic Duraquods",1,219.880065917969,1.11777663230896,283.964599609375,0.397076219320297,0,0,1,1,0.401680409583995,"97A"
"GRR.GJS.2013.3",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,207.002014160156,0.527928233146667,277.439239501953,0.691879749298096,1,0,0,1,0.202689824877453,"97A"
"GRR.GJS.2013.30",272677,"Newton loamy fine sand",0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.6025390625,0.492092549800873,165.579742431641,0.447942584753036,0,0,1,1,0.841832675537806,"97A"
"GRR.GJS.2013.31",272677,"Newton loamy fine sand",0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.627670288086,0.315732777118683,53.4284782409668,0.467470854520798,0,1,0,1,0.805278956196884,"97A"
"GRR.GJS.2013.32",272677,"Newton loamy fine sand",0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.563522338867,0.293810188770294,91.4768371582031,0.451568841934204,0,1,0,1,0.683789272104516,"97A"
"GRR.GJS.2013.33",272677,"Newton loamy fine sand",0,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.542282104492,0.306519657373428,128.18896484375,0.440704584121704,0,0,1,1,0.845053599770325,"97A"
"GRR.GJS.2013.34",272649,"Brems fine sand, 0 to 3 percent slopes",0,1,0,0,0,0,0,0,0,1,0,"s13072905","2013IN091200",48.6865630962274,"Newton","Sandy, mixed, mesic Typic Humaquepts",1,195.733764648438,0.569096744060516,176.177093505859,0.5025514960289,0,1,0,1,0.682396937321502,"97A"
"GRR.GJS.2013.35",3031105,"Morocco loamy sand, lake plain, 0 to 2 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.514678955078,0.0620452165603638,99.9188919067383,0.510617434978485,0,1,0,1,0.388767080560155,"97A"
"GRR.GJS.2013.36",3031105,"Morocco loamy sand, lake plain, 0 to 2 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.661315917969,0.112459808588028,25.7045555114746,0.499146550893784,0,1,0,1,0.372822692295309,"97A"
"GRR.GJS.2013.37",3031105,"Morocco loamy sand, lake plain, 0 to 2 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.883163452148,0.281023740768433,12.5027990341187,0.522138893604279,0,1,0,1,0.401017385113566,"97A"
"GRR.GJS.2013.38",3031105,"Morocco loamy sand, lake plain, 0 to 2 percent slopes",0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.657104492188,0.209640458226204,246.610260009766,0.506708383560181,0,1,0,1,0.346007377079031,"97A"
"GRR.GJS.2013.39",272649,"Brems fine sand, 0 to 3 percent slopes",0,1,0,0,0,0,0,0,0,1,0,"S13080701","2013IN091200",0.00370753987372987,"Newton","Sandy, mixed, mesic Typic Humaquepts",1,195.628875732422,0.638328790664673,132.458602905273,0.488911539316177,0,1,0,0.992040497946448,0.730904153177561,"97A"
"GRR.GJS.2013.39a",272649,"Brems fine sand, 0 to 3 percent slopes",0,1,0,0,0,0,0,0,0,1,0,"S13080701a","2013IN091200",0.00370753987372987,"Newton","Sandy, mixed, mesic Typic Humaquepts",1,195.628875732422,0.638328790664673,132.458602905273,0.488911539316177,0,1,0,0.993999460625674,0.73000138000828,"97A"
"GRR.GJS.2013.4",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.538986206055,1.34294104576111,131.262939453125,0.438904881477356,0,0,1,1,0.473444538426736,"97A"
"GRR.GJS.2013.40",3031105,"Morocco loamy sand, lake plain, 0 to 2 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13081201","2013IN091400",1.69480579429034,"Morocco","Mixed, mesic Aquic Udipsamments",1,195.455856323242,0.0268876720219851,167.892974853516,0.454451471567154,0,1,0,1,0.464922865795949,"97A"
"GRR.GJS.2013.40a",3031105,"Morocco loamy sand, lake plain, 0 to 2 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13081201a","2013IN091400",1.69480579429034,"Morocco","Mixed, mesic Aquic Udipsamments",1,195.455856323242,0.0268876720219851,167.892974853516,0.454451471567154,0,1,0,1,0.437876229628542,"97A"
"GRR.GJS.2013.5",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13070904","C1103W05-1",82.3598830860249,"Pipestone","Sandy, mixed, mesic Typic Endoaquods",2,206.028701782227,1.86618494987488,317.783477783203,0.563380241394043,1,0,0,1,0.278817187252259,"97A"
"GRR.GJS.2013.6",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0,1,0,0,1,0,0,0,1,0,"S13070905","C1103W05-1",29.5887907538565,"Pipestone","Sandy, mixed, mesic Typic Endoaquods",2,206.057220458984,1.50933027267456,282.494323730469,0.554925978183746,1,0,0,1,0.329074845640279,"97A"
"GRR.GJS.2013.7",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.697769165039,0.522283434867859,126.604598999023,0.499787241220474,0,1,0,1,0.186351342958291,"97A"
"GRR.GJS.2013.8",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.627044677734,0.345234245061874,146.615783691406,0.530224621295929,0,1,0,1,0.283217801845648,"97A"
"GRR.GJS.2013.9",212438,"Morocco-Newton complex, 0 to 3 percent slopes",0,0.5,0.5,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,205.750030517578,0.301972210407257,152.228057861328,0.554276764392853,1,0,0,1,0.31237285974802,"97A"
"GRR.GJS.2014.10",186352,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,209.944046020508,1.23183989524841,335.264739990234,0.645808160305023,1,0,0,0.998397435897436,0.25858513294922,"97A"
"GRR.GJS.2014.11",186190,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,206.77018737793,0.745359420776367,349.214782714844,0.539986312389374,0,1,0,0.997524752475248,0.159859707703617,"97A"
"GRR.GJS.2014.12",186519,"Brems sand, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,213.62434387207,0.402797907590866,186.511001586914,0.487957805395126,0,1,0,0.992177314211212,0.465661608357436,"97A"
"GRR.GJS.2014.13",186519,"Brems sand, 0 to 4 percent slopes",0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,214.377975463867,0.587957441806793,200.468704223633,0.485624700784683,0,1,0,1,0.122773518351165,"97A"
"GRR.GJS.2014.14",2507492,"Plainfield sand, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,200.684310913086,0.167874991893768,270.601135253906,0.51588374376297,0,1,0,1,0.15648748712524,"97A"
"GRR.GJS.2014.15",2507492,"Plainfield sand, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,201.198928833008,0.208610221743584,202.485992431641,0.514468371868134,0,1,0,0.998538011695906,0.0807790739197715,"97A"
"GRR.GJS.2014.16",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.153778076172,0.552108764648438,174.934158325195,0.420333057641983,0,0,1,0.946802490096208,0.131337630407336,"97A"
"GRR.GJS.2014.17",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.823944091797,0.492156058549881,222.929122924805,0.521274566650391,0,1,0,0.99962921764924,0.149220224021399,"97A"
"GRR.GJS.2014.18",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,199.854843139648,0.487272500991821,267.510559082031,0.55238538980484,1,0,0,0.999612252811167,0.172109519300914,"97A"
"GRR.GJS.2014.19",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,0,0,"S14062501","2014MI005001",22.9563431639172,"Plainfield","Mixed, mesic Typic Udipsamments",3,199.816696166992,3.60021781921387,104.68293762207,0.753162324428558,1,0,0,1,0.202932389594004,"97A"
"GRR.GJS.2014.2",187068,"Kalamazoo loam, 0 to 2 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,262.240356445312,0.0820063650608063,2.31049513816833,0.554720103740692,1,0,0,0.989626556016598,0.274065013727019,"98A1"
"GRR.GJS.2014.20",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,197.75959777832,0.383887380361557,96.8121871948242,0.571532189846039,1,0,0,0.999514916323066,0.12441593360912,"97A"
"GRR.GJS.2014.21",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,203.993423461914,0.223970860242844,248.295288085938,0.471531957387924,0,1,0,0.146379044684129,0.0445590450805424,"97A"
"GRR.GJS.2014.22",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,201.484832763672,0.528975605964661,252.189254760742,0.505237758159637,0,1,0,0.999784366576819,0.234083347637291,"97A"
"GRR.GJS.2014.23",2689430,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,204.006774902344,0.050302617251873,331.757202148438,0.463754266500473,0,1,0,0.999115044247788,0.243592026424266,"97A"
"GRR.GJS.2014.24",2689455,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,211.133712768555,0.751699924468994,322.268310546875,0.501285016536713,0,1,0,0.880572927173694,0.158244774963031,"97A"
"GRR.GJS.2014.25",2689455,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,211.984451293945,0.538503766059875,221.920989990234,0.530745208263397,0,1,0,1,0.15742945473602,"97A"
"GRR.GJS.2014.26",2507506,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,"S14071701","2014MI139001",5.82257327022147,"Plainfield","Mixed, mesic Spodic Udipsamments",3,182.499404907227,0.952625930309296,122.760040283203,0.652894079685211,1,0,0,0.997546872262134,0.188856284850084,"97A"
"GRR.GJS.2014.27",2507507,"Plainfield sand, lake plain, 6 to 18 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,195.390167236328,3.37628197669983,258.133270263672,0.703067541122437,1,0,0,1,0.248180061072135,"97A"
"GRR.GJS.2014.28",192741,"Tonkey sandy loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,222.782119750977,0.766275584697723,356.92333984375,0.456997752189636,0,1,0,0.995850622406639,0.342340660343697,"97A"
"GRR.GJS.2014.29",2507506,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,188.754287719727,0.0405320636928082,92.3014068603516,0.556813597679138,1,0,0,1,0.286846216799345,"97A"
"GRR.GJS.2014.3",187068,"Kalamazoo loam, 0 to 2 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,262.115234375,0.313225656747818,310.234802246094,0.512407064437866,0,1,0,0.923076923076923,0.283451410239273,"98A1"
"GRR.GJS.2014.30",2507506,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,188.607574462891,0.377764075994492,138.818542480469,0.51246851682663,0,1,0,1,0.332044836925389,"97A"
"GRR.GJS.2014.31",2507506,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,187.389633178711,0.545420706272125,109.611038208008,0.543678343296051,0,1,0,1,0.314812564800415,"97A"
"GRR.GJS.2014.32",2507491,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,200.34162902832,1.21217799186707,343.345550537109,0.622378528118134,1,0,0,0.982293423271501,0.248544089605057,"97A"
"GRR.GJS.2014.33",2507491,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,199.482238769531,0.206254750490189,137.691055297852,0.46812716126442,0,1,0,1,0.0669631603586733,"97A"
"GRR.GJS.2014.34",2507491,"Plainfield sand, lake plain, 0 to 6 percent slopes",0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,200.084014892578,0.407811015844345,148.203811645508,0.503507554531097,0,1,0,0.968224299065421,0.225533249686324,"97A"
"GRR.GJS.2014.35",187214,"Teasdale fine sandy loam, 0 to 4 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,274.194000244141,0.00143523677252233,7.12501811981201,0.499816209077835,0,1,0,0.745098039215686,0.651859544617314,"98A2"
"GRR.GJS.2014.36",192646,"Breckenridge sandy loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,221.661117553711,1.37820434570312,318.379272460938,0.389091640710831,0,0,1,0.580645161290323,0.475009996001599,"97A"
"GRR.GJS.2014.37",192646,"Breckenridge sandy loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,220.449859619141,3.04490327835083,318.330413818359,0.330109149217606,0,0,1,0.895652173913044,0.699986087924318,"97A"
"GRR.GJS.2014.38",192646,"Breckenridge sandy loam",0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,219.756057739258,1.85289144515991,310.571014404297,0.238926291465759,0,0,1,0.0901639344262295,0.237735014014785,"97A"
"GRR.GJS.2014.39",192649,"Carlisle muck, 0 to 2 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,219.719696044922,1.28687608242035,204.140243530273,0.394239187240601,0,0,1,1,0.764676690070948,"97A"
"GRR.GJS.2014.4",187068,"Kalamazoo loam, 0 to 2 percent slopes",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,262.022796630859,0.231782212853432,298.809204101562,0.477475881576538,0,1,0,0.994768962510898,0.346596547813142,"98A1"
"GRR.GJS.2014.40",192649,"Carlisle muck, 0 to 2 percent slopes",0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,221.197784423828,3.57149648666382,266.955596923828,0.482567310333252,0,1,0,1,0.890354454138987,"97A"
"GRR.GJS.2014.41",192636,"Belding sandy loam, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,223.384735107422,1.32612562179565,83.423454284668,0.624554693698883,1,0,0,0.992592592592593,0.672201813118445,"97A"
"GRR.GJS.2014.42",192636,"Belding sandy loam, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,221.452224731445,0.994733452796936,44.8203010559082,0.516443431377411,0,1,0,1,0.774750245829167,"97A"
"GRR.GJS.2014.43",192668,"Granby fine sandy loam, lake plain, 0 to 2 percent slopes",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,220.999786376953,2.573002576828,73.7193908691406,0.468250244855881,0,1,0,0.98876404494382,0.342726670186594,"97A"
"GRR.GJS.2014.44",192668,"Granby fine sandy loam, lake plain, 0 to 2 percent slopes",0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,221.425216674805,1.17276883125305,55.3059158325195,0.496258825063705,0,1,0,1,0.274215398509822,"97A"
"GRR.GJS.2014.45",192706,"Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,222.439010620117,1.26725935935974,162.061401367188,0.547039687633514,0,1,0,1,0.845385572424111,"97A"
"GRR.GJS.2014.46",192706,"Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,222.439010620117,1.26725935935974,162.061401367188,0.547039687633514,0,1,0,1,0.308555444470443,"97A"
"GRR.GJS.2014.48",192706,"Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes",0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,221.971633911133,0.57537567615509,195.682281494141,0.478495448827744,0,1,0,1,0.582600076513755,"97A"
